season,team,stadium,wins
2016,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",0
2016,Kings XI Punjab,Dr DY Patil Sports Academy,0
2016,Kings XI Punjab,Newlands,0
2016,Kings XI Punjab,St George's Park,0
2016,Kings XI Punjab,Kingsmead,0
2016,Kings XI Punjab,SuperSport Park,0
2016,Kings XI Punjab,Buffalo Park,0
2016,Kings XI Punjab,New Wanderers Stadium,0
2016,Kings XI Punjab,De Beers Diamond Oval,0
2016,Kings XI Punjab,OUTsurance Oval,0
2016,Kings XI Punjab,Brabourne Stadium,0
2016,Kings XI Punjab,"Sardar Patel Stadium, Motera",0
2016,Kings XI Punjab,Barabati Stadium,0
2016,Kings XI Punjab,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,0
2016,Kings XI Punjab,Nehru Stadium,0
2016,Kings XI Punjab,Holkar Cricket Stadium,0
2016,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1
2016,Kings XI Punjab,Subrata Roy Sahara Stadium,0
2016,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,0
2016,Kings XI Punjab,JSCA International Stadium Complex,0
2016,Kings XI Punjab,Sheikh Zayed Stadium,0
2016,Kings XI Punjab,Sharjah Cricket Stadium,0
2016,Kings XI Punjab,Dubai International Cricket Stadium,0
2016,Kings XI Punjab,Maharashtra Cricket Association Stadium,0
2016,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2
2016,Kings XI Punjab,Saurashtra Cricket Association Stadium,1
2016,Kings XI Punjab,Green Park,0
2016,Kings XI Punjab,M.Chinnaswamy Stadium,0
2016,Delhi Daredevils,M Chinnaswamy Stadium,1
2016,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",0
2016,Delhi Daredevils,Feroz Shah Kotla,3
2016,Delhi Daredevils,Wankhede Stadium,0
2016,Delhi Daredevils,Eden Gardens,0
2016,Delhi Daredevils,Sawai Mansingh Stadium,0
2016,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",1
2016,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0
2016,Delhi Daredevils,Dr DY Patil Sports Academy,0
2016,Delhi Daredevils,Newlands,0
2016,Delhi Daredevils,St George's Park,0
2016,Delhi Daredevils,Kingsmead,0
2016,Delhi Daredevils,SuperSport Park,0
2016,Delhi Daredevils,Buffalo Park,0
2016,Delhi Daredevils,New Wanderers Stadium,0
2016,Delhi Daredevils,De Beers Diamond Oval,0
2016,Delhi Daredevils,OUTsurance Oval,0
2016,Delhi Daredevils,Brabourne Stadium,0
2016,Delhi Daredevils,"Sardar Patel Stadium, Motera",0
2016,Delhi Daredevils,Barabati Stadium,0
2016,Delhi Daredevils,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,0
2016,Delhi Daredevils,Nehru Stadium,0
2016,Delhi Daredevils,Holkar Cricket Stadium,0
2016,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Delhi Daredevils,Subrata Roy Sahara Stadium,0
2016,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,1
2016,Delhi Daredevils,JSCA International Stadium Complex,0
2016,Delhi Daredevils,Sheikh Zayed Stadium,0
2016,Delhi Daredevils,Sharjah Cricket Stadium,0
2016,Delhi Daredevils,Dubai International Cricket Stadium,0
2016,Delhi Daredevils,Maharashtra Cricket Association Stadium,0
2016,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Delhi Daredevils,Saurashtra Cricket Association Stadium,1
2016,Delhi Daredevils,Green Park,0
2016,Delhi Daredevils,M.Chinnaswamy Stadium,0
2016,Mumbai Indians,M Chinnaswamy Stadium,1
2016,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",0
2016,Mumbai Indians,Feroz Shah Kotla,0
2016,Mumbai Indians,Wankhede Stadium,2
2016,Mumbai Indians,Eden Gardens,1
2016,Mumbai Indians,Sawai Mansingh Stadium,0
2016,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0
2016,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",0
2016,Mumbai Indians,Dr DY Patil Sports Academy,0
2016,Mumbai Indians,Newlands,0
2016,Mumbai Indians,St George's Park,0
2016,Mumbai Indians,Kingsmead,0
2016,Mumbai Indians,SuperSport Park,0
2016,Mumbai Indians,Buffalo Park,0
2016,Mumbai Indians,New Wanderers Stadium,0
2016,Mumbai Indians,De Beers Diamond Oval,0
2016,Mumbai Indians,OUTsurance Oval,0
2016,Mumbai Indians,Brabourne Stadium,0
2016,Mumbai Indians,"Sardar Patel Stadium, Motera",0
2016,Mumbai Indians,Barabati Stadium,0
2016,Mumbai Indians,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,0
2016,Mumbai Indians,Nehru Stadium,0
2016,Mumbai Indians,Holkar Cricket Stadium,0
2016,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1
2016,Mumbai Indians,Subrata Roy Sahara Stadium,0
2016,Mumbai Indians,Shaheed Veer Narayan Singh International Stadium,0
2016,Mumbai Indians,JSCA International Stadium Complex,0
2016,Mumbai Indians,Sheikh Zayed Stadium,0
2016,Mumbai Indians,Sharjah Cricket Stadium,0
2016,Mumbai Indians,Dubai International Cricket Stadium,0
2016,Mumbai Indians,Maharashtra Cricket Association Stadium,1
2016,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",1
2016,Mumbai Indians,Saurashtra Cricket Association Stadium,0
2016,Mumbai Indians,Green Park,0
2016,Mumbai Indians,M.Chinnaswamy Stadium,0
2016,Kolkata Knight Riders,M Chinnaswamy Stadium,1
2016,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",0
2016,Kolkata Knight Riders,Feroz Shah Kotla,0
2016,Kolkata Knight Riders,Wankhede Stadium,0
2016,Kolkata Knight Riders,Eden Gardens,4
2016,Kolkata Knight Riders,Sawai Mansingh Stadium,0
2016,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",1
2016,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0
2016,Kolkata Knight Riders,Dr DY Patil Sports Academy,0
2016,Kolkata Knight Riders,Newlands,0
2016,Kolkata Knight Riders,St George's Park,0
2016,Kolkata Knight Riders,Kingsmead,0
2016,Kolkata Knight Riders,SuperSport Park,0
2016,Kolkata Knight Riders,Buffalo Park,0
2016,Kolkata Knight Riders,New Wanderers Stadium,0
2016,Kolkata Knight Riders,De Beers Diamond Oval,0
2016,Kolkata Knight Riders,OUTsurance Oval,0
2016,Kolkata Knight Riders,Brabourne Stadium,0
2016,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",0
2016,Kolkata Knight Riders,Barabati Stadium,0
2016,Kolkata Knight Riders,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Kolkata Knight Riders,Himachal Pradesh Cricket Association Stadium,0
2016,Kolkata Knight Riders,Nehru Stadium,0
2016,Kolkata Knight Riders,Holkar Cricket Stadium,0
2016,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Kolkata Knight Riders,Subrata Roy Sahara Stadium,0
2016,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,0
2016,Kolkata Knight Riders,JSCA International Stadium Complex,0
2016,Kolkata Knight Riders,Sheikh Zayed Stadium,0
2016,Kolkata Knight Riders,Sharjah Cricket Stadium,0
2016,Kolkata Knight Riders,Dubai International Cricket Stadium,0
2016,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1
2016,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",1
2016,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,0
2016,Kolkata Knight Riders,Green Park,0
2016,Kolkata Knight Riders,M.Chinnaswamy Stadium,0
2016,Rajasthan Royals,M Chinnaswamy Stadium,0
2016,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",0
2016,Rajasthan Royals,Feroz Shah Kotla,0
2016,Rajasthan Royals,Wankhede Stadium,0
2016,Rajasthan Royals,Eden Gardens,0
2016,Rajasthan Royals,Sawai Mansingh Stadium,0
2016,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",0
2016,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0
2016,Rajasthan Royals,Dr DY Patil Sports Academy,0
2016,Rajasthan Royals,Newlands,0
2016,Rajasthan Royals,St George's Park,0
2016,Rajasthan Royals,Kingsmead,0
2016,Rajasthan Royals,SuperSport Park,0
2016,Rajasthan Royals,Buffalo Park,0
2016,Rajasthan Royals,New Wanderers Stadium,0
2016,Rajasthan Royals,De Beers Diamond Oval,0
2016,Rajasthan Royals,OUTsurance Oval,0
2016,Rajasthan Royals,Brabourne Stadium,0
2016,Rajasthan Royals,"Sardar Patel Stadium, Motera",0
2016,Rajasthan Royals,Barabati Stadium,0
2016,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,0
2016,Rajasthan Royals,Nehru Stadium,0
2016,Rajasthan Royals,Holkar Cricket Stadium,0
2016,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Rajasthan Royals,Subrata Roy Sahara Stadium,0
2016,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,0
2016,Rajasthan Royals,JSCA International Stadium Complex,0
2016,Rajasthan Royals,Sheikh Zayed Stadium,0
2016,Rajasthan Royals,Sharjah Cricket Stadium,0
2016,Rajasthan Royals,Dubai International Cricket Stadium,0
2016,Rajasthan Royals,Maharashtra Cricket Association Stadium,0
2016,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Rajasthan Royals,Saurashtra Cricket Association Stadium,0
2016,Rajasthan Royals,Green Park,0
2016,Rajasthan Royals,M.Chinnaswamy Stadium,0
2016,Deccan Chargers,M Chinnaswamy Stadium,0
2016,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0
2016,Deccan Chargers,Feroz Shah Kotla,0
2016,Deccan Chargers,Wankhede Stadium,0
2016,Deccan Chargers,Eden Gardens,0
2016,Deccan Chargers,Sawai Mansingh Stadium,0
2016,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0
2016,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",0
2016,Deccan Chargers,Dr DY Patil Sports Academy,0
2016,Deccan Chargers,Newlands,0
2016,Deccan Chargers,St George's Park,0
2016,Deccan Chargers,Kingsmead,0
2016,Deccan Chargers,SuperSport Park,0
2016,Deccan Chargers,Buffalo Park,0
2016,Deccan Chargers,New Wanderers Stadium,0
2016,Deccan Chargers,De Beers Diamond Oval,0
2016,Deccan Chargers,OUTsurance Oval,0
2016,Deccan Chargers,Brabourne Stadium,0
2016,Deccan Chargers,"Sardar Patel Stadium, Motera",0
2016,Deccan Chargers,Barabati Stadium,0
2016,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,0
2016,Deccan Chargers,Nehru Stadium,0
2016,Deccan Chargers,Holkar Cricket Stadium,0
2016,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Deccan Chargers,Subrata Roy Sahara Stadium,0
2016,Deccan Chargers,Shaheed Veer Narayan Singh International Stadium,0
2016,Deccan Chargers,JSCA International Stadium Complex,0
2016,Deccan Chargers,Sheikh Zayed Stadium,0
2016,Deccan Chargers,Sharjah Cricket Stadium,0
2016,Deccan Chargers,Dubai International Cricket Stadium,0
2016,Deccan Chargers,Maharashtra Cricket Association Stadium,0
2016,Deccan Chargers,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Deccan Chargers,Saurashtra Cricket Association Stadium,0
2016,Deccan Chargers,Green Park,0
2016,Deccan Chargers,M.Chinnaswamy Stadium,0
2016,Chennai Super Kings,M Chinnaswamy Stadium,0
2016,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0
2016,Chennai Super Kings,Feroz Shah Kotla,0
2016,Chennai Super Kings,Wankhede Stadium,0
2016,Chennai Super Kings,Eden Gardens,0
2016,Chennai Super Kings,Sawai Mansingh Stadium,0
2016,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0
2016,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0
2016,Chennai Super Kings,Dr DY Patil Sports Academy,0
2016,Chennai Super Kings,Newlands,0
2016,Chennai Super Kings,St George's Park,0
2016,Chennai Super Kings,Kingsmead,0
2016,Chennai Super Kings,SuperSport Park,0
2016,Chennai Super Kings,Buffalo Park,0
2016,Chennai Super Kings,New Wanderers Stadium,0
2016,Chennai Super Kings,De Beers Diamond Oval,0
2016,Chennai Super Kings,OUTsurance Oval,0
2016,Chennai Super Kings,Brabourne Stadium,0
2016,Chennai Super Kings,"Sardar Patel Stadium, Motera",0
2016,Chennai Super Kings,Barabati Stadium,0
2016,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,0
2016,Chennai Super Kings,Nehru Stadium,0
2016,Chennai Super Kings,Holkar Cricket Stadium,0
2016,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Chennai Super Kings,Subrata Roy Sahara Stadium,0
2016,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,0
2016,Chennai Super Kings,JSCA International Stadium Complex,0
2016,Chennai Super Kings,Sheikh Zayed Stadium,0
2016,Chennai Super Kings,Sharjah Cricket Stadium,0
2016,Chennai Super Kings,Dubai International Cricket Stadium,0
2016,Chennai Super Kings,Maharashtra Cricket Association Stadium,0
2016,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Chennai Super Kings,Saurashtra Cricket Association Stadium,0
2016,Chennai Super Kings,Green Park,0
2016,Chennai Super Kings,M.Chinnaswamy Stadium,0
2016,Kochi Tuskers Kerala,M Chinnaswamy Stadium,0
2016,Kochi Tuskers Kerala,"Punjab Cricket Association Stadium, Mohali",0
2016,Kochi Tuskers Kerala,Feroz Shah Kotla,0
2016,Kochi Tuskers Kerala,Wankhede Stadium,0
2016,Kochi Tuskers Kerala,Eden Gardens,0
2016,Kochi Tuskers Kerala,Sawai Mansingh Stadium,0
2016,Kochi Tuskers Kerala,"Rajiv Gandhi International Stadium, Uppal",0
2016,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",0
2016,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,0
2016,Kochi Tuskers Kerala,Newlands,0
2016,Kochi Tuskers Kerala,St George's Park,0
2016,Kochi Tuskers Kerala,Kingsmead,0
2016,Kochi Tuskers Kerala,SuperSport Park,0
2016,Kochi Tuskers Kerala,Buffalo Park,0
2016,Kochi Tuskers Kerala,New Wanderers Stadium,0
2016,Kochi Tuskers Kerala,De Beers Diamond Oval,0
2016,Kochi Tuskers Kerala,OUTsurance Oval,0
2016,Kochi Tuskers Kerala,Brabourne Stadium,0
2016,Kochi Tuskers Kerala,"Sardar Patel Stadium, Motera",0
2016,Kochi Tuskers Kerala,Barabati Stadium,0
2016,Kochi Tuskers Kerala,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Kochi Tuskers Kerala,Himachal Pradesh Cricket Association Stadium,0
2016,Kochi Tuskers Kerala,Nehru Stadium,0
2016,Kochi Tuskers Kerala,Holkar Cricket Stadium,0
2016,Kochi Tuskers Kerala,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Kochi Tuskers Kerala,Subrata Roy Sahara Stadium,0
2016,Kochi Tuskers Kerala,Shaheed Veer Narayan Singh International Stadium,0
2016,Kochi Tuskers Kerala,JSCA International Stadium Complex,0
2016,Kochi Tuskers Kerala,Sheikh Zayed Stadium,0
2016,Kochi Tuskers Kerala,Sharjah Cricket Stadium,0
2016,Kochi Tuskers Kerala,Dubai International Cricket Stadium,0
2016,Kochi Tuskers Kerala,Maharashtra Cricket Association Stadium,0
2016,Kochi Tuskers Kerala,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Kochi Tuskers Kerala,Saurashtra Cricket Association Stadium,0
2016,Kochi Tuskers Kerala,Green Park,0
2016,Kochi Tuskers Kerala,M.Chinnaswamy Stadium,0
2016,Pune Warriors,M Chinnaswamy Stadium,0
2016,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",0
2016,Pune Warriors,Feroz Shah Kotla,0
2016,Pune Warriors,Wankhede Stadium,0
2016,Pune Warriors,Eden Gardens,0
2016,Pune Warriors,Sawai Mansingh Stadium,0
2016,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",0
2016,Pune Warriors,"MA Chidambaram Stadium, Chepauk",0
2016,Pune Warriors,Dr DY Patil Sports Academy,0
2016,Pune Warriors,Newlands,0
2016,Pune Warriors,St George's Park,0
2016,Pune Warriors,Kingsmead,0
2016,Pune Warriors,SuperSport Park,0
2016,Pune Warriors,Buffalo Park,0
2016,Pune Warriors,New Wanderers Stadium,0
2016,Pune Warriors,De Beers Diamond Oval,0
2016,Pune Warriors,OUTsurance Oval,0
2016,Pune Warriors,Brabourne Stadium,0
2016,Pune Warriors,"Sardar Patel Stadium, Motera",0
2016,Pune Warriors,Barabati Stadium,0
2016,Pune Warriors,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Pune Warriors,Himachal Pradesh Cricket Association Stadium,0
2016,Pune Warriors,Nehru Stadium,0
2016,Pune Warriors,Holkar Cricket Stadium,0
2016,Pune Warriors,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Pune Warriors,Subrata Roy Sahara Stadium,0
2016,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,0
2016,Pune Warriors,JSCA International Stadium Complex,0
2016,Pune Warriors,Sheikh Zayed Stadium,0
2016,Pune Warriors,Sharjah Cricket Stadium,0
2016,Pune Warriors,Dubai International Cricket Stadium,0
2016,Pune Warriors,Maharashtra Cricket Association Stadium,0
2016,Pune Warriors,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2016,Pune Warriors,Saurashtra Cricket Association Stadium,0
2016,Pune Warriors,Green Park,0
2016,Pune Warriors,M.Chinnaswamy Stadium,0
2016,Sunrisers Hyderabad,M Chinnaswamy Stadium,1
2016,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",0
2016,Sunrisers Hyderabad,Feroz Shah Kotla,2
2016,Sunrisers Hyderabad,Wankhede Stadium,0
2016,Sunrisers Hyderabad,Eden Gardens,0
2016,Sunrisers Hyderabad,Sawai Mansingh Stadium,0
2016,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4
2016,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",0
2016,Sunrisers Hyderabad,Dr DY Patil Sports Academy,0
2016,Sunrisers Hyderabad,Newlands,0
2016,Sunrisers Hyderabad,St George's Park,0
2016,Sunrisers Hyderabad,Kingsmead,0
2016,Sunrisers Hyderabad,SuperSport Park,0
2016,Sunrisers Hyderabad,Buffalo Park,0
2016,Sunrisers Hyderabad,New Wanderers Stadium,0
2016,Sunrisers Hyderabad,De Beers Diamond Oval,0
2016,Sunrisers Hyderabad,OUTsurance Oval,0
2016,Sunrisers Hyderabad,Brabourne Stadium,0
2016,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",0
2016,Sunrisers Hyderabad,Barabati Stadium,0
2016,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,0
2016,Sunrisers Hyderabad,Nehru Stadium,0
2016,Sunrisers Hyderabad,Holkar Cricket Stadium,0
2016,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2
2016,Sunrisers Hyderabad,Subrata Roy Sahara Stadium,0
2016,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,0
2016,Sunrisers Hyderabad,JSCA International Stadium Complex,0
2016,Sunrisers Hyderabad,Sheikh Zayed Stadium,0
2016,Sunrisers Hyderabad,Sharjah Cricket Stadium,0
2016,Sunrisers Hyderabad,Dubai International Cricket Stadium,0
2016,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,0
2016,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",1
2016,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,1
2016,Sunrisers Hyderabad,Green Park,0
2016,Sunrisers Hyderabad,M.Chinnaswamy Stadium,0
2016,Gujarat Lions,M Chinnaswamy Stadium,0
2016,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",0
2016,Gujarat Lions,Feroz Shah Kotla,1
2016,Gujarat Lions,Wankhede Stadium,1
2016,Gujarat Lions,Eden Gardens,1
2016,Gujarat Lions,Sawai Mansingh Stadium,0
2016,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",0
2016,Gujarat Lions,"MA Chidambaram Stadium, Chepauk",0
2016,Gujarat Lions,Dr DY Patil Sports Academy,0
2016,Gujarat Lions,Newlands,0
2016,Gujarat Lions,St George's Park,0
2016,Gujarat Lions,Kingsmead,0
2016,Gujarat Lions,SuperSport Park,0
2016,Gujarat Lions,Buffalo Park,0
2016,Gujarat Lions,New Wanderers Stadium,0
2016,Gujarat Lions,De Beers Diamond Oval,0
2016,Gujarat Lions,OUTsurance Oval,0
2016,Gujarat Lions,Brabourne Stadium,0
2016,Gujarat Lions,"Sardar Patel Stadium, Motera",0
2016,Gujarat Lions,Barabati Stadium,0
2016,Gujarat Lions,"Vidarbha Cricket Association Stadium, Jamtha",0
2016,Gujarat Lions,Himachal Pradesh Cricket Association Stadium,0
2016,Gujarat Lions,Nehru Stadium,0
2016,Gujarat Lions,Holkar Cricket Stadium,0
2016,Gujarat Lions,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2016,Gujarat Lions,Subrata Roy Sahara Stadium,0
